Observed,Trend,Seasonal,Residual
101045.0,101038.29,-1.0880841704387731,7.7980841704451755
101042.0,101038.15999999999,-1.3798409271979408,5.219840927209001
101047.0,101038.37000000002,-1.8398409271959864,10.46984092717154
101031.0,101038.7,-1.6344355217894404,-6.06556447820765
101043.0,101038.65999999999,-2.4730841704398276,6.813084170450887
101058.0,101038.43999999999,-1.562813900168566,21.12281390018079
101055.0,101038.41,-1.7868679542222503,18.376867954218756
101055.0,101038.35000000002,-0.802138224493665,17.45213822447329
101056.0,101038.34,-1.9296382244926504,19.58963822449614
101046.0,101038.98,-0.09153011638537212,7.111530116389447
101055.0,101039.36,-2.9470706569260776,18.587070656925494
101045.0,101039.43,-3.6349760623314675,9.204976062338453
101051.0,101039.76000000001,-2.1738949812493678,13.413894981240055
101053.0,101039.89,-2.28909768395268,15.399097683953261
101038.0,101039.86,-1.6293003866557172,-0.23069961334486488
101063.0,101039.77,-3.4877463326017812,26.717746332597706
101054.0,101039.45999999999,-3.283151738006801,17.82315173801495
101050.0,101039.33,-5.086049479806725,15.756049479804979
101071.0,101039.35000000002,-2.7827003379867623,34.43270033796639
101071.0,101039.04,-2.0196603127626105,33.97966031276901
101071.0,101038.71,-0.61136049243296,32.901360492426555
101066.0,101038.35,0.7700936903139695,26.87990630968021
101049.0,101037.90000000002,1.5288633093025177,9.5711366906742
101046.0,101037.41,0.40152554574093324,8.188474454255575
101034.0,101036.91000000002,2.709758251980214,-5.619758251998258
101030.0,101036.01000000002,2.4693332400941967,-8.479333240118063
101030.0,101035.09,2.795015610761874,-7.885015610758382
101038.0,101034.62999999999,3.115261739816974,0.2547382601929211
101032.0,101034.31,4.388662231288306,-6.698662231285978
101021.0,101034.04000000001,0.9566935952420392,-13.99669359525019
101001.0,101033.65,1.4372752947682033,-34.087275294762385
101019.0,101033.17,2.0391992761732807,-16.209199276171535
101010.0,101032.63,3.2995125193220938,-25.92951251932675
101024.0,101032.11000000002,0.76801368193451,-8.878013681949644
101024.0,101031.60000000002,1.561279945218161,-9.161279945238533
101007.0,101031.00000000001,1.4027341279648522,-25.402734127979404
101025.0,101030.42000000003,2.6627118006465818,-8.08271180067394
101023.0,101029.76000000001,0.6701391377558572,-7.43013913776517
101018.0,101029.0,0.38783493124059243,-11.387834931240592
101017.0,101028.34000000001,1.6503629394907722,-12.990362939501832
101024.0,101027.41,1.4577902766011022,-4.867790276604595
101005.0,101026.13,2.98937868753592,-24.119378687540575
101042.0,101025.11000000002,1.6210488946785868,15.268951105306279
101024.0,101023.92,1.1092988963020993,-1.029298896300353
101018.0,101022.14,-0.3856517380063959,-3.754348261993022
101021.0,101020.3,0.1781996133442475,0.5218003866528421
101019.0,101018.56000000001,1.6238077214524345,-1.183807721464658
101024.0,101017.05000000002,-0.3025436298988581,7.252543629881396
101026.0,101015.78,1.3767806944247347,8.84321930557643
101017.0,101014.81999999998,-0.14909768395237727,2.329097683974496
100978.0,101014.15999999999,-1.0880841704387731,-35.071915829550164
101017.0,101013.54,-1.3798409271979408,4.839840927204344
101026.0,101012.85,-1.8398409271959864,14.989840927190166
101020.0,101012.18,-1.6344355217894404,9.454435521796425
101027.0,101011.52,-2.4730841704398276,17.95308417043575
101035.0,101011.11,-1.562813900168566,25.452813900167985
101030.0,101010.85,-1.7868679542222503,20.936867954216428
101026.0,101010.49000000002,-0.802138224493665,16.312138224473873
101033.0,101010.09000000001,-1.9296382244926504,24.83963822448159
101018.0,101009.34,-0.09153011638537212,8.751530116388864
101023.0,101008.59,-2.9470706569260776,17.35707065692957
101019.0,101007.96,-3.6349760623314675,14.674976062325065
101011.0,101007.46,-2.1738949812493678,5.713894981242965
101017.0,101007.12,-2.28909768395268,12.169097683957336
101008.0,101006.68000000001,-1.6293003866557172,2.94930038664815
101000.0,101006.26000000001,-3.4877463326017812,-2.772253667407532
100989.0,101005.94999999998,-3.283151738006801,-13.666848261975737
101013.0,101005.39,-5.086049479806725,12.696049479807307
100989.0,101004.66999999998,-2.7827003379867623,-12.88729966199694
100975.0,101004.15,-2.0196603127626105,-27.13033968723157
100983.0,101003.63999999998,-0.61136049243296,-20.028639507551905
100980.0,101003.16,0.7700936903139695,-23.930093690317463
100984.0,101002.76,1.5288633093025177,-20.28886330929728
100984.0,101002.36,0.40152554574093324,-18.761525545741517
101000.0,101002.1,2.709758251980214,-4.809758251986034
100998.0,101002.22000000002,2.4693332400941967,-6.689333240109913
101000.0,101002.26999999999,2.795015610761874,-5.065015610751397
100999.0,101001.94,3.115261739816974,-6.0552617398193025
101004.0,101001.68,4.388662231288306,-2.068662231281321
100983.0,101001.34999999999,0.9566935952420392,-19.30669359523331
100998.0,101000.86000000002,1.4372752947682033,-4.297275294783337
100996.0,101000.62,2.0391992761732807,-6.659199276168624
100997.0,101000.26999999997,3.2995125193220938,-6.5695125192970645
100997.0,100999.35,0.76801368193451,-3.118013681940331
100976.0,100998.35999999999,1.561279945218161,-23.92127994520419
100980.0,100997.37999999999,1.4027341279648522,-18.782734127954956
100989.0,100996.25,2.6627118006465818,-9.912711800646582
101009.0,100995.15,0.6701391377558572,13.179860862249964
100998.0,100993.98999999999,0.38783493124059243,3.622165068768721
100993.0,100992.91999999998,1.6503629394907722,-1.570362939474474
